Most searched and second most searched Republican candidates leading up to 3rd GOP Debate,,,
"All results based on US search interest, 9/17-10/23/15",,,
1st_LastDebate is the most searched candidate leading up to the 9/16 debate,,,
FIPS Code,1st,2nd,1st_LastDebate
53021,Donald Trump,Carly Fiorina,Donald Trump
53023,Donald Trump,No data,No data
53025,Donald Trump,Ted Cruz,Donald Trump
53027,Donald Trump,Jeb Bush,Donald Trump
53029,Donald Trump,Carly Fiorina,Donald Trump
53031,Carly Fiorina,Donald Trump,Ben Carson
53033,Donald Trump,Ben Carson,Donald Trump
53035,Ben Carson,Donald Trump,Donald Trump
53037,Donald Trump,Ben Carson,Donald Trump
53039,Donald Trump,Ted Cruz,Donald Trump
53041,Donald Trump,Ben Carson,Donald Trump
53043,Donald Trump,Ben Carson,Donald Trump
53045,Donald Trump,Ben Carson,Donald Trump
53047,Donald Trump,Ben Carson,Donald Trump
53049,Donald Trump,Ben Carson,John Kasich
53051,Donald Trump,Carly Fiorina,Ben Carson
53053,Donald Trump,Carly Fiorina,Ted Cruz
53055,Donald Trump,Ben Carson,Donald Trump
53057,Donald Trump,Ben Carson,Donald Trump
53059,Donald Trump,Carly Fiorina,Donald Trump
53061,Donald Trump,Ben Carson,Donald Trump
53063,Donald Trump,Rand Paul,Donald Trump
53065,Donald Trump,Bobby Jindal,Jeb Bush
53067,Donald Trump,Ben Carson,Donald Trump
53069,Ben Carson,Rand Paul,No data
53071,Donald Trump,Ben Carson,Donald Trump
53073,Donald Trump,Carly Fiorina,Ted Cruz
53075,Donald Trump,Ben Carson,Donald Trump
53077,Donald Trump,Ben Carson,Donald Trump
54001,Donald Trump,Carly Fiorina,Donald Trump
54003,Donald Trump,Carly Fiorina,Donald Trump
54005,Donald Trump,John Kasich,Donald Trump
54007,Donald Trump,Ben Carson,Donald Trump
54009,Donald Trump,Ben Carson,Donald Trump
54011,Donald Trump,Ben Carson,Donald Trump
54013,Donald Trump,No data,Donald Trump
54019,Donald Trump,Carly Fiorina,Donald Trump
54021,Donald Trump,Ben Carson,Mike Huckabee
54023,Donald Trump,Ben Carson,Donald Trump
54025,Mike Huckabee,Donald Trump,Donald Trump
54027,Donald Trump,Jeb Bush,Donald Trump
54029,Donald Trump,Carly Fiorina,Donald Trump
54031,Donald Trump,Jeb Bush,Donald Trump
54033,Donald Trump,Ben Carson,Donald Trump
54035,Donald Trump,Ben Carson,Donald Trump
54037,Donald Trump,Ben Carson,Donald Trump
54039,Donald Trump,Ben Carson,Donald Trump
54041,Donald Trump,Ben Carson,Donald Trump
54043,Donald Trump,Ben Carson,Donald Trump
54045,Donald Trump,Ben Carson,Donald Trump
54047,Donald Trump,Marco Rubio,Donald Trump
54049,Donald Trump,Ben Carson,Donald Trump
54051,Donald Trump,Carly Fiorina,Jeb Bush
54053,Donald Trump,Carly Fiorina,Donald Trump
54055,Donald Trump,Carly Fiorina,Donald Trump
54057,Ben Carson,Carly Fiorina,Donald Trump
54059,Donald Trump,Ben Carson,Donald Trump
54061,Carly Fiorina,Donald Trump,Donald Trump
54063,Donald Trump,Chris Christie,Donald Trump
54067,Carly Fiorina,Donald Trump,Donald Trump
54069,Donald Trump,Ben Carson,Donald Trump
54073,Ben Carson,Donald Trump,Donald Trump
54075,Donald Trump,Carly Fiorina,Donald Trump
54077,Donald Trump,Ben Carson,Ben Carson
54079,Donald Trump,Ben Carson,Donald Trump
54081,Donald Trump,John Kasich,Donald Trump
54083,Rick Santorum,Donald Trump,Donald Trump
54085,Donald Trump,Ted Cruz,Donald Trump
54087,Donald Trump,Ted Cruz,Donald Trump
54089,Donald Trump,Ben Carson,Chris Christie
54091,Donald Trump,Ben Carson,Carly Fiorina
54093,Mike Huckabee,Donald Trump,Donald Trump
54097,Donald Trump,Ben Carson,Donald Trump
54099,Donald Trump,Ted Cruz,Donald Trump
54103,Donald Trump,Ben Carson,Donald Trump
54105,Donald Trump,Ben Carson,No data
54107,Donald Trump,Marco Rubio,Ben Carson
54109,Donald Trump,Chris Christie,Donald Trump
55001,Donald Trump,Carly Fiorina,Donald Trump
55003,Donald Trump,Carly Fiorina,Donald Trump
55005,Donald Trump,Ben Carson,Donald Trump
55007,Donald Trump,Carly Fiorina,Donald Trump
55009,Donald Trump,Ben Carson,Donald Trump
55011,Donald Trump,Rand Paul,Donald Trump
55013,Donald Trump,Carly Fiorina,Donald Trump
55015,Donald Trump,Carly Fiorina,Donald Trump
55017,Donald Trump,Ben Carson,Rick Santorum
55019,Donald Trump,Marco Rubio,Scott Walker
55021,Donald Trump,Mike Huckabee,Donald Trump
55023,Carly Fiorina,Donald Trump,Donald Trump
55025,Donald Trump,Carly Fiorina,Donald Trump
55027,Donald Trump,Ben Carson,Donald Trump
55029,Donald Trump,Ben Carson,Donald Trump
55031,Donald Trump,Jeb Bush,Donald Trump
55033,Donald Trump,Jeb Bush,Donald Trump
55035,Donald Trump,Rand Paul,Scott Walker
55039,Donald Trump,Carly Fiorina,Scott Walker
55041,Donald Trump,Carly Fiorina,Marco Rubio
55043,Donald Trump,Ben Carson,Donald Trump
55045,Carly Fiorina,Donald Trump,Donald Trump
55047,Carly Fiorina,Donald Trump,Scott Walker
55049,Donald Trump,Ben Carson,Scott Walker
55051,Marco Rubio,Donald Trump,Donald Trump
55053,Donald Trump,Ben Carson,Scott Walker
55055,Donald Trump,Carly Fiorina,Donald Trump
55057,Donald Trump,Ben Carson,Donald Trump
55059,Ben Carson,Donald Trump,Donald Trump
55061,Donald Trump,Ben Carson,Donald Trump
55063,Donald Trump,Ben Carson,Donald Trump
55065,Donald Trump,Carly Fiorina,Scott Walker
55067,Donald Trump,Carly Fiorina,Donald Trump
55069,Donald Trump,Carly Fiorina,Donald Trump
55071,Donald Trump,Ben Carson,Donald Trump
55073,Donald Trump,Ben Carson,Donald Trump
55075,Donald Trump,Carly Fiorina,Donald Trump
55077,Donald Trump,Ben Carson,Donald Trump
55078,Carly Fiorina,Donald Trump,Scott Walker
55079,Donald Trump,Ben Carson,Donald Trump
55081,Ben Carson,John Kasich,Donald Trump
55083,Donald Trump,Ben Carson,Donald Trump
55085,Donald Trump,Marco Rubio,Donald Trump
55087,Donald Trump,Jeb Bush,Scott Walker
55089,Donald Trump,Ben Carson,Donald Trump
55091,Donald Trump,Jeb Bush,Donald Trump
55093,Donald Trump,Ben Carson,Donald Trump
55095,Donald Trump,Ben Carson,Donald Trump
55097,Donald Trump,Ben Carson,Donald Trump
55099,Donald Trump,Carly Fiorina,Donald Trump
55101,Donald Trump,Carly Fiorina,Donald Trump
55103,Donald Trump,Carly Fiorina,Donald Trump
55105,Donald Trump,Ben Carson,Donald Trump
55107,Donald Trump,Ben Carson,Scott Walker
55109,Donald Trump,Ben Carson,Donald Trump
55111,Donald Trump,Ben Carson,Donald Trump
55113,Donald Trump,Ben Carson,Donald Trump
55115,Donald Trump,Jeb Bush,Donald Trump
55117,Donald Trump,Ben Carson,Donald Trump
55119,Donald Trump,Ben Carson,Donald Trump
55121,Donald Trump,Chris Christie,Donald Trump
55123,Donald Trump,Ben Carson,Donald Trump
55125,Donald Trump,Carly Fiorina,Donald Trump
55127,Donald Trump,Ted Cruz,Donald Trump
55129,Donald Trump,Ben Carson,Donald Trump
55131,Donald Trump,Carly Fiorina,Donald Trump
55133,Donald Trump,Ben Carson,Donald Trump
55135,Donald Trump,Ben Carson,Scott Walker
55137,Ben Carson,Donald Trump,Scott Walker
55139,Donald Trump,Ben Carson,Donald Trump
55141,Donald Trump,Ben Carson,Donald Trump
56001,Carly Fiorina,Jeb Bush,Donald Trump
56003,Donald Trump,Ben Carson,Ben Carson
56005,Donald Trump,Jeb Bush,Donald Trump
56007,Rand Paul,Donald Trump,Donald Trump
56009,Donald Trump,Ben Carson,Donald Trump
56011,Ben Carson,Carly Fiorina,Donald Trump
56013,Donald Trump,Ted Cruz,Donald Trump
56015,Donald Trump,Ben Carson,Donald Trump
56017,Donald Trump,Carly Fiorina,Donald Trump
56019,Donald Trump,Carly Fiorina,Donald Trump
56021,Donald Trump,Jeb Bush,Ben Carson
56023,Donald Trump,Ben Carson,Donald Trump
56025,Donald Trump,Ben Carson,Donald Trump
56029,Carly Fiorina,Donald Trump,Donald Trump
56031,Carly Fiorina,Donald Trump,Jeb Bush
56033,Donald Trump,Carly Fiorina,Donald Trump
56035,Donald Trump,Jeb Bush,Donald Trump
56037,Donald Trump,Marco Rubio,Donald Trump
56039,Donald Trump,Carly Fiorina,Donald Trump
56041,Donald Trump,Ben Carson,Donald Trump
56043,Donald Trump,Ben Carson,Donald Trump
56045,Donald Trump,Ben Carson,Donald Trump
