"1st and 2nd Most Searched Democratic Presidential Candidates from June 1, 2015 - Oct 11, 2015",,,,
FIPS,1st,2nd,State,CountyName
36105,Bernie Sanders,Hillary Clinton,New York,Sullivan
36107,Bernie Sanders,Hillary Clinton,New York,Tioga
36109,Bernie Sanders,Hillary Clinton,New York,Tompkins
36111,Bernie Sanders,Hillary Clinton,New York,Ulster
36113,Hillary Clinton,Bernie Sanders,New York,Warren
36115,Bernie Sanders,Hillary Clinton,New York,Washington
36117,Hillary Clinton,Bernie Sanders,New York,Wayne
36119,Hillary Clinton,Bernie Sanders,New York,Westchester
36121,Bernie Sanders,Hillary Clinton,New York,Wyoming
36123,Bernie Sanders,Hillary Clinton,New York,Yates
37001,Jim Webb,Bernie Sanders,North Carolina,Alamance
37003,Hillary Clinton,Bernie Sanders,North Carolina,Alexander
37005,Hillary Clinton,Bernie Sanders,North Carolina,Alleghany
37007,Hillary Clinton,Lincoln Chafee,North Carolina,Anson
37009,Bernie Sanders,Hillary Clinton,North Carolina,Ashe
37011,Bernie Sanders,Hillary Clinton,North Carolina,Avery
37013,Bernie Sanders,Hillary Clinton,North Carolina,Beaufort
37015,Hillary Clinton,Bernie Sanders,North Carolina,Bertie
37017,Hillary Clinton,Bernie Sanders,North Carolina,Bladen
37019,Hillary Clinton,Bernie Sanders,North Carolina,Brunswick
37021,Bernie Sanders,Hillary Clinton,North Carolina,Buncombe
37023,Bernie Sanders,Hillary Clinton,North Carolina,Burke
37025,Bernie Sanders,Hillary Clinton,North Carolina,Cabarrus
37027,Bernie Sanders,Hillary Clinton,North Carolina,Caldwell
37029,Hillary Clinton,Bernie Sanders,North Carolina,Camden
37031,Hillary Clinton,Bernie Sanders,North Carolina,Carteret
37033,Bernie Sanders,Hillary Clinton,North Carolina,Caswell
37035,Hillary Clinton,Bernie Sanders,North Carolina,Catawba
37037,Bernie Sanders,Hillary Clinton,North Carolina,Chatham
37039,Hillary Clinton,Bernie Sanders,North Carolina,Cherokee
37041,Bernie Sanders,Hillary Clinton,North Carolina,Chowan
37043,Bernie Sanders,Hillary Clinton,North Carolina,Clay
37045,Hillary Clinton,Bernie Sanders,North Carolina,Cleveland
37047,Hillary Clinton,Bernie Sanders,North Carolina,Columbus
37049,Hillary Clinton,Bernie Sanders,North Carolina,Craven
37051,Hillary Clinton,Bernie Sanders,North Carolina,Cumberland
37053,Hillary Clinton,Bernie Sanders,North Carolina,Currituck
37055,Bernie Sanders,Hillary Clinton,North Carolina,Dare
37057,Hillary Clinton,Bernie Sanders,North Carolina,Davidson
37059,Hillary Clinton,Bernie Sanders,North Carolina,Davie
37061,Hillary Clinton,Bernie Sanders,North Carolina,Duplin
37063,Bernie Sanders,Hillary Clinton,North Carolina,Durham
37065,Hillary Clinton,Bernie Sanders,North Carolina,Edgecombe
37067,Bernie Sanders,Hillary Clinton,North Carolina,Forsyth
37069,Hillary Clinton,Bernie Sanders,North Carolina,Franklin
37071,Bernie Sanders,Hillary Clinton,North Carolina,Gaston
37073,Hillary Clinton,Bernie Sanders,North Carolina,Gates
37075,Hillary Clinton,Bernie Sanders,North Carolina,Graham
37077,Hillary Clinton,Bernie Sanders,North Carolina,Granville
37081,Hillary Clinton,Bernie Sanders,North Carolina,Guilford
37083,Hillary Clinton,Bernie Sanders,North Carolina,Halifax
37085,Bernie Sanders,Hillary Clinton,North Carolina,Harnett
37087,Bernie Sanders,Hillary Clinton,North Carolina,Haywood
37089,Hillary Clinton,Bernie Sanders,North Carolina,Henderson
37091,Hillary Clinton,Bernie Sanders,North Carolina,Hertford
37093,Bernie Sanders,Hillary Clinton,North Carolina,Hoke
37095,Bernie Sanders,Hillary Clinton,North Carolina,Hyde
37097,Bernie Sanders,Hillary Clinton,North Carolina,Iredell
37099,Bernie Sanders,Hillary Clinton,North Carolina,Jackson
37101,Bernie Sanders,Hillary Clinton,North Carolina,Johnston
37105,Hillary Clinton,Bernie Sanders,North Carolina,Lee
37107,Bernie Sanders,Hillary Clinton,North Carolina,Lenoir
37109,Hillary Clinton,Bernie Sanders,North Carolina,Lincoln
37111,Bernie Sanders,Hillary Clinton,North Carolina,McDowell
37113,Bernie Sanders,Hillary Clinton,North Carolina,Macon
37115,Hillary Clinton,Bernie Sanders,North Carolina,Madison
37117,Hillary Clinton,Bernie Sanders,North Carolina,Martin
37119,Bernie Sanders,Hillary Clinton,North Carolina,Mecklenburg
37121,Bernie Sanders,Hillary Clinton,North Carolina,Mitchell
37123,Bernie Sanders,Hillary Clinton,North Carolina,Montgomery
37125,Hillary Clinton,Bernie Sanders,North Carolina,Moore
37127,Bernie Sanders,Hillary Clinton,North Carolina,Nash
37129,Hillary Clinton,Bernie Sanders,North Carolina,New Hanover
37131,Hillary Clinton,Bernie Sanders,North Carolina,Northampton
37133,Bernie Sanders,Hillary Clinton,North Carolina,Onslow
37135,Bernie Sanders,Hillary Clinton,North Carolina,Orange
37137,Bernie Sanders,Hillary Clinton,North Carolina,Pamlico
37139,Bernie Sanders,Hillary Clinton,North Carolina,Pasquotank
37141,Bernie Sanders,Hillary Clinton,North Carolina,Pender
37143,Hillary Clinton,Bernie Sanders,North Carolina,Perquimans
37145,Hillary Clinton,Bernie Sanders,North Carolina,Person
37147,Bernie Sanders,Hillary Clinton,North Carolina,Pitt
37149,Bernie Sanders,Hillary Clinton,North Carolina,Polk
37151,Bernie Sanders,Hillary Clinton,North Carolina,Randolph
37153,Bernie Sanders,Hillary Clinton,North Carolina,Richmond
37155,Hillary Clinton,Bernie Sanders,North Carolina,Robeson
37157,Bernie Sanders,Hillary Clinton,North Carolina,Rockingham
37159,Bernie Sanders,Hillary Clinton,North Carolina,Rowan
37161,Bernie Sanders,Hillary Clinton,North Carolina,Rutherford
37163,Bernie Sanders,Hillary Clinton,North Carolina,Sampson
37165,Bernie Sanders,Hillary Clinton,North Carolina,Scotland
37167,Bernie Sanders,Hillary Clinton,North Carolina,Stanly
37169,Bernie Sanders,Hillary Clinton,North Carolina,Stokes
37171,Hillary Clinton,Bernie Sanders,North Carolina,Surry
37173,Hillary Clinton,Bernie Sanders,North Carolina,Swain
37175,Bernie Sanders,Hillary Clinton,North Carolina,Transylvania
37177,Bernie Sanders,No Data,North Carolina,Tyrrell
37179,Hillary Clinton,Bernie Sanders,North Carolina,Union
37181,Bernie Sanders,Hillary Clinton,North Carolina,Vance
37183,Bernie Sanders,Hillary Clinton,North Carolina,Wake
37185,Hillary Clinton,Bernie Sanders,North Carolina,Warren
37187,Hillary Clinton,Bernie Sanders,North Carolina,Washington
37189,Bernie Sanders,Hillary Clinton,North Carolina,Watauga
37191,Bernie Sanders,Hillary Clinton,North Carolina,Wayne
37193,Hillary Clinton,Bernie Sanders,North Carolina,Wilkes
37195,Bernie Sanders,Hillary Clinton,North Carolina,Wilson
37197,Hillary Clinton,Bernie Sanders,North Carolina,Yadkin
38001,Bernie Sanders,Hillary Clinton,North Dakota,Adams
38003,Bernie Sanders,Hillary Clinton,North Dakota,Barnes
38005,Hillary Clinton,Bernie Sanders,North Dakota,Benson
38009,Hillary Clinton,Bernie Sanders,North Dakota,Bottineau
38011,Bernie Sanders,Hillary Clinton,North Dakota,Bowman
38015,Bernie Sanders,Hillary Clinton,North Dakota,Burleigh
38017,Bernie Sanders,Hillary Clinton,North Dakota,Cass
38019,Bernie Sanders,Hillary Clinton,North Dakota,Cavalier
38021,Bernie Sanders,Hillary Clinton,North Dakota,Dickey
38023,Bernie Sanders,Hillary Clinton,North Dakota,Divide
38025,Hillary Clinton,No Data,North Dakota,Dunn
38027,Hillary Clinton,No Data,North Dakota,Eddy
38031,Hillary Clinton,Bernie Sanders,North Dakota,Foster
38033,Hillary Clinton,No Data,North Dakota,Golden Valley
38035,Bernie Sanders,Hillary Clinton,North Dakota,Grand Forks
38039,Hillary Clinton,Bernie Sanders,North Dakota,Griggs
38041,Bernie Sanders,Hillary Clinton,North Dakota,Hettinger
38043,Bernie Sanders,Jim Webb,North Dakota,Kidder
38045,Bernie Sanders,Hillary Clinton,North Dakota,Lamoure
38049,Bernie Sanders,Hillary Clinton,North Dakota,McHenry
38051,Bernie Sanders,Hillary Clinton,North Dakota,McIntosh
38053,Bernie Sanders,Hillary Clinton,North Dakota,Mckenzie
38055,Hillary Clinton,Bernie Sanders,North Dakota,Mclean
38057,Hillary Clinton,Bernie Sanders,North Dakota,Mercer
38059,Bernie Sanders,Hillary Clinton,North Dakota,Morton
38061,Bernie Sanders,Hillary Clinton,North Dakota,Mountrail
38063,Hillary Clinton,Bernie Sanders,North Dakota,Nelson
38067,Hillary Clinton,Bernie Sanders,North Dakota,Pembina
38071,Bernie Sanders,Hillary Clinton,North Dakota,Ramsey
38073,Hillary Clinton,Bernie Sanders,North Dakota,Ransom
38075,Hillary Clinton,Bernie Sanders,North Dakota,Renville
38077,Hillary Clinton,Bernie Sanders,North Dakota,Richland
38079,Bernie Sanders,Hillary Clinton,North Dakota,Rolette
38081,Bernie Sanders,Hillary Clinton,North Dakota,Sargent
38085,Hillary Clinton,No Data,North Dakota,Sioux
38089,Bernie Sanders,Hillary Clinton,North Dakota,Stark
38091,Hillary Clinton,Bernie Sanders,North Dakota,Steele
38093,Bernie Sanders,Hillary Clinton,North Dakota,Stutsman
38095,Hillary Clinton,Bernie Sanders,North Dakota,Towner
38097,Bernie Sanders,Hillary Clinton,North Dakota,Traill
38099,Hillary Clinton,Bernie Sanders,North Dakota,Walsh
38101,Bernie Sanders,Hillary Clinton,North Dakota,Ward
38103,Hillary Clinton,Bernie Sanders,North Dakota,Wells
38105,Hillary Clinton,Bernie Sanders,North Dakota,Williams
39001,Hillary Clinton,Bernie Sanders,Ohio,Adams
39003,Hillary Clinton,Bernie Sanders,Ohio,Allen
39005,Bernie Sanders,Hillary Clinton,Ohio,Ashland
39007,Bernie Sanders,Hillary Clinton,Ohio,Ashtabula
39009,Hillary Clinton,Bernie Sanders,Ohio,Athens
39011,Hillary Clinton,Bernie Sanders,Ohio,Auglaize
39013,Bernie Sanders,Hillary Clinton,Ohio,Belmont
39015,Bernie Sanders,Hillary Clinton,Ohio,Brown
39017,Bernie Sanders,Hillary Clinton,Ohio,Butler
39019,Bernie Sanders,Hillary Clinton,Ohio,Carroll
39021,Bernie Sanders,Hillary Clinton,Ohio,Champaign
39023,Bernie Sanders,Hillary Clinton,Ohio,Clark
39025,Bernie Sanders,Hillary Clinton,Ohio,Clermont
39027,Hillary Clinton,Bernie Sanders,Ohio,Clinton
39029,Hillary Clinton,Bernie Sanders,Ohio,Columbiana
39031,Bernie Sanders,Hillary Clinton,Ohio,Coshocton
39033,Bernie Sanders,Hillary Clinton,Ohio,Crawford
39035,Hillary Clinton,Bernie Sanders,Ohio,Cuyahoga
39037,Bernie Sanders,Hillary Clinton,Ohio,Darke
39039,Bernie Sanders,Hillary Clinton,Ohio,Defiance
39041,Hillary Clinton,Bernie Sanders,Ohio,Delaware
39043,Bernie Sanders,Hillary Clinton,Ohio,Erie
39045,Bernie Sanders,Hillary Clinton,Ohio,Fairfield
39047,Bernie Sanders,Hillary Clinton,Ohio,Fayette
39049,Bernie Sanders,Hillary Clinton,Ohio,Franklin
39051,Bernie Sanders,Hillary Clinton,Ohio,Fulton
39053,Hillary Clinton,Bernie Sanders,Ohio,Gallia
39055,Hillary Clinton,Bernie Sanders,Ohio,Geauga
39057,Bernie Sanders,Hillary Clinton,Ohio,Greene
39059,Bernie Sanders,Hillary Clinton,Ohio,Guernsey
39061,Bernie Sanders,Hillary Clinton,Ohio,Hamilton
39063,Bernie Sanders,Hillary Clinton,Ohio,Hancock
39065,Bernie Sanders,Hillary Clinton,Ohio,Hardin
39067,Hillary Clinton,Bernie Sanders,Ohio,Harrison
39069,Bernie Sanders,Hillary Clinton,Ohio,Henry
39071,Hillary Clinton,Bernie Sanders,Ohio,Highland
39073,Bernie Sanders,Hillary Clinton,Ohio,Hocking
39075,Bernie Sanders,Hillary Clinton,Ohio,Holmes
39077,Bernie Sanders,Hillary Clinton,Ohio,Huron
39079,Hillary Clinton,Bernie Sanders,Ohio,Jackson
39081,Bernie Sanders,Hillary Clinton,Ohio,Jefferson
39083,Bernie Sanders,Hillary Clinton,Ohio,Knox
39085,Hillary Clinton,Bernie Sanders,Ohio,Lake
39087,Hillary Clinton,Bernie Sanders,Ohio,Lawrence
39089,Bernie Sanders,Hillary Clinton,Ohio,Licking
39091,Bernie Sanders,Hillary Clinton,Ohio,Logan
39093,Bernie Sanders,Hillary Clinton,Ohio,Lorain
39095,Hillary Clinton,Bernie Sanders,Ohio,Lucas
39097,Bernie Sanders,Hillary Clinton,Ohio,Madison
39099,Bernie Sanders,Hillary Clinton,Ohio,Mahoning
39101,Bernie Sanders,Hillary Clinton,Ohio,Marion
39103,Bernie Sanders,Hillary Clinton,Ohio,Medina
39105,Bernie Sanders,Hillary Clinton,Ohio,Meigs
39107,Hillary Clinton,Bernie Sanders,Ohio,Mercer
39109,Bernie Sanders,Hillary Clinton,Ohio,Miami
39111,Bernie Sanders,Hillary Clinton,Ohio,Monroe
39113,Hillary Clinton,Bernie Sanders,Ohio,Montgomery
39115,Bernie Sanders,Hillary Clinton,Ohio,Morgan
39117,Bernie Sanders,Hillary Clinton,Ohio,Morrow
39119,Bernie Sanders,Hillary Clinton,Ohio,Muskingum
39121,Bernie Sanders,Hillary Clinton,Ohio,Noble
39123,Hillary Clinton,Bernie Sanders,Ohio,Ottawa
39125,Bernie Sanders,Hillary Clinton,Ohio,Paulding
39127,Bernie Sanders,Hillary Clinton,Ohio,Perry
39129,Hillary Clinton,Bernie Sanders,Ohio,Pickaway
39131,Hillary Clinton,Bernie Sanders,Ohio,Pike
39133,Bernie Sanders,Hillary Clinton,Ohio,Portage
39135,Bernie Sanders,Hillary Clinton,Ohio,Preble
39137,Bernie Sanders,Hillary Clinton,Ohio,Putnam
39139,Hillary Clinton,Bernie Sanders,Ohio,Richland
39141,Hillary Clinton,Bernie Sanders,Ohio,Ross
39143,Bernie Sanders,Hillary Clinton,Ohio,Sandusky
39145,Bernie Sanders,Hillary Clinton,Ohio,Scioto
39147,Hillary Clinton,Bernie Sanders,Ohio,Seneca
39149,Hillary Clinton,Bernie Sanders,Ohio,Shelby
39151,Bernie Sanders,Hillary Clinton,Ohio,Stark
39153,Hillary Clinton,Bernie Sanders,Ohio,Summit
39155,Bernie Sanders,Hillary Clinton,Ohio,Trumbull
39157,Hillary Clinton,Bernie Sanders,Ohio,Tuscarawas
39159,Hillary Clinton,Bernie Sanders,Ohio,Union
39161,Hillary Clinton,Bernie Sanders,Ohio,Van Wert
39163,Hillary Clinton,Bernie Sanders,Ohio,Vinton
39165,Bernie Sanders,Hillary Clinton,Ohio,Warren
39167,Bernie Sanders,Hillary Clinton,Ohio,Washington
39169,Bernie Sanders,Hillary Clinton,Ohio,Wayne
39171,Hillary Clinton,Bernie Sanders,Ohio,Williams
39173,Hillary Clinton,Bernie Sanders,Ohio,Wood
39175,Hillary Clinton,Bernie Sanders,Ohio,Wyandot
40001,Bernie Sanders,Hillary Clinton,Oklahoma,Adair
40005,Hillary Clinton,Bernie Sanders,Oklahoma,Atoka
40007,Hillary Clinton,Bernie Sanders,Oklahoma,Beaver
40009,Bernie Sanders,Hillary Clinton,Oklahoma,Beckham
40011,Hillary Clinton,Martin O'Malley,Oklahoma,Blaine
40013,Hillary Clinton,Bernie Sanders,Oklahoma,Bryan
40015,Hillary Clinton,Bernie Sanders,Oklahoma,Caddo
40017,Hillary Clinton,Bernie Sanders,Oklahoma,Canadian
40019,Hillary Clinton,Bernie Sanders,Oklahoma,Carter
40021,Hillary Clinton,Bernie Sanders,Oklahoma,Cherokee
40023,Hillary Clinton,Bernie Sanders,Oklahoma,Choctaw
40025,Bernie Sanders,No Data,Oklahoma,Cimarron
40027,Bernie Sanders,Hillary Clinton,Oklahoma,Cleveland
40029,Hillary Clinton,Bernie Sanders,Oklahoma,Coal
40031,Hillary Clinton,Bernie Sanders,Oklahoma,Comanche
40033,Hillary Clinton,Bernie Sanders,Oklahoma,Cotton
40035,Bernie Sanders,Hillary Clinton,Oklahoma,Craig
40037,Bernie Sanders,Hillary Clinton,Oklahoma,Creek
40039,Bernie Sanders,Hillary Clinton,Oklahoma,Custer
40041,Hillary Clinton,Bernie Sanders,Oklahoma,Delaware
40043,Hillary Clinton,Bernie Sanders,Oklahoma,Dewey
40047,Bernie Sanders,Hillary Clinton,Oklahoma,Garfield
40049,Hillary Clinton,Bernie Sanders,Oklahoma,Garvin
40051,Bernie Sanders,Hillary Clinton,Oklahoma,Grady
40053,Hillary Clinton,No Data,Oklahoma,Grant
40055,Bernie Sanders,Hillary Clinton,Oklahoma,Greer
40057,Hillary Clinton,No Data,Oklahoma,Harmon
40059,Hillary Clinton,Bernie Sanders,Oklahoma,Harper
40061,Hillary Clinton,Bernie Sanders,Oklahoma,Haskell
40063,Hillary Clinton,Bernie Sanders,Oklahoma,Hughes
40065,Hillary Clinton,Bernie Sanders,Oklahoma,Jackson
40067,Bernie Sanders,Hillary Clinton,Oklahoma,Jefferson
40069,Hillary Clinton,Bernie Sanders,Oklahoma,Johnston
40071,Bernie Sanders,Hillary Clinton,Oklahoma,Kay
40073,Hillary Clinton,Bernie Sanders,Oklahoma,Kingfisher
40075,Hillary Clinton,Bernie Sanders,Oklahoma,Kiowa
40077,Hillary Clinton,Bernie Sanders,Oklahoma,Latimer
40079,Hillary Clinton,Bernie Sanders,Oklahoma,Le Flore
40081,Bernie Sanders,Hillary Clinton,Oklahoma,Lincoln
40083,Bernie Sanders,Hillary Clinton,Oklahoma,Logan
40085,Hillary Clinton,Bernie Sanders,Oklahoma,Love
40087,Bernie Sanders,Hillary Clinton,Oklahoma,Mcclain
40089,Hillary Clinton,Bernie Sanders,Oklahoma,McCurtain
40091,Bernie Sanders,Hillary Clinton,Oklahoma,McIntosh
40093,Hillary Clinton,Bernie Sanders,Oklahoma,Major
40095,Hillary Clinton,Bernie Sanders,Oklahoma,Marshall
40097,Hillary Clinton,Bernie Sanders,Oklahoma,Mayes
40099,Hillary Clinton,Bernie Sanders,Oklahoma,Murray
40101,Hillary Clinton,Bernie Sanders,Oklahoma,Muskogee
40103,Hillary Clinton,Bernie Sanders,Oklahoma,Noble
40105,Bernie Sanders,No Data,Oklahoma,Nowata
40107,Bernie Sanders,Hillary Clinton,Oklahoma,Okfuskee
40109,Bernie Sanders,Hillary Clinton,Oklahoma,Oklahoma
40111,Bernie Sanders,Hillary Clinton,Oklahoma,Okmulgee
40113,Bernie Sanders,Hillary Clinton,Oklahoma,Osage
40115,Bernie Sanders,Hillary Clinton,Oklahoma,Ottawa
40117,Hillary Clinton,Bernie Sanders,Oklahoma,Pawnee
40119,Bernie Sanders,Hillary Clinton,Oklahoma,Payne
40121,Bernie Sanders,Hillary Clinton,Oklahoma,Pittsburg
40123,Bernie Sanders,Hillary Clinton,Oklahoma,Pontotoc
40125,Hillary Clinton,Bernie Sanders,Oklahoma,Pottawatomie
40127,Hillary Clinton,Bernie Sanders,Oklahoma,Pushmataha
40129,Hillary Clinton,Bernie Sanders,Oklahoma,Roger Mills
40131,Bernie Sanders,Hillary Clinton,Oklahoma,Rogers
40133,Hillary Clinton,Bernie Sanders,Oklahoma,Seminole
40135,Hillary Clinton,Bernie Sanders,Oklahoma,Sequoyah
40137,Hillary Clinton,Bernie Sanders,Oklahoma,Stephens
40139,Hillary Clinton,Bernie Sanders,Oklahoma,Texas
40141,Bernie Sanders,Hillary Clinton,Oklahoma,Tillman
40143,Bernie Sanders,Hillary Clinton,Oklahoma,Tulsa
40145,Hillary Clinton,Bernie Sanders,Oklahoma,Wagoner
40147,Bernie Sanders,Hillary Clinton,Oklahoma,Washington
40149,Hillary Clinton,Bernie Sanders,Oklahoma,Washita
40151,Hillary Clinton,Bernie Sanders,Oklahoma,Woods
40153,Hillary Clinton,Bernie Sanders,Oklahoma,Woodward
41001,Hillary Clinton,Bernie Sanders,Oregon,Baker
41003,Bernie Sanders,Hillary Clinton,Oregon,Benton
41005,Bernie Sanders,Hillary Clinton,Oregon,Clackamas
41007,Bernie Sanders,Hillary Clinton,Oregon,Clatsop
41009,Bernie Sanders,Hillary Clinton,Oregon,Columbia
41011,Bernie Sanders,Hillary Clinton,Oregon,Coos
41013,Bernie Sanders,Hillary Clinton,Oregon,Crook
41015,Hillary Clinton,Bernie Sanders,Oregon,Curry
41017,Bernie Sanders,Hillary Clinton,Oregon,Deschutes
41019,Bernie Sanders,Hillary Clinton,Oregon,Douglas
41021,Hillary Clinton,Bernie Sanders,Oregon,Gilliam
41023,Hillary Clinton,Bernie Sanders,Oregon,Grant
41025,Bernie Sanders,No Data,Oregon,Harney
41027,Bernie Sanders,Hillary Clinton,Oregon,Hood River
41029,Bernie Sanders,Hillary Clinton,Oregon,Jackson
41031,Bernie Sanders,Hillary Clinton,Oregon,Jefferson
41033,Hillary Clinton,Bernie Sanders,Oregon,Josephine
41035,Bernie Sanders,Hillary Clinton,Oregon,Klamath
41037,Hillary Clinton,Bernie Sanders,Oregon,Lake
41039,Bernie Sanders,Hillary Clinton,Oregon,Lane
41041,Bernie Sanders,Hillary Clinton,Oregon,Lincoln
41043,Bernie Sanders,Hillary Clinton,Oregon,Linn
41045,Bernie Sanders,Hillary Clinton,Oregon,Malheur
41047,Bernie Sanders,Hillary Clinton,Oregon,Marion
41049,Hillary Clinton,Bernie Sanders,Oregon,Morrow
41051,Bernie Sanders,Hillary Clinton,Oregon,Multnomah
41053,Bernie Sanders,Hillary Clinton,Oregon,Polk
41055,Hillary Clinton,Bernie Sanders,Oregon,Sherman
41057,Hillary Clinton,Bernie Sanders,Oregon,Tillamook
41059,Bernie Sanders,Hillary Clinton,Oregon,Umatilla
41061,Hillary Clinton,Bernie Sanders,Oregon,Union
41063,Bernie Sanders,Hillary Clinton,Oregon,Wallowa
41065,Hillary Clinton,Bernie Sanders,Oregon,Wasco
41067,Bernie Sanders,Hillary Clinton,Oregon,Washington
41069,Hillary Clinton,No Data,Oregon,Wheeler
41071,Bernie Sanders,Hillary Clinton,Oregon,Yamhill
42001,Bernie Sanders,Hillary Clinton,Pennsylvania,Adams
42003,Bernie Sanders,Hillary Clinton,Pennsylvania,Allegheny
42005,Hillary Clinton,Bernie Sanders,Pennsylvania,Armstrong
42007,Bernie Sanders,Hillary Clinton,Pennsylvania,Beaver
42009,Hillary Clinton,Bernie Sanders,Pennsylvania,Bedford
42011,Hillary Clinton,Bernie Sanders,Pennsylvania,Berks
42013,Hillary Clinton,Bernie Sanders,Pennsylvania,Blair
42015,Bernie Sanders,Hillary Clinton,Pennsylvania,Bradford
42017,Bernie Sanders,Hillary Clinton,Pennsylvania,Bucks
42019,Bernie Sanders,Hillary Clinton,Pennsylvania,Butler
42021,Hillary Clinton,Bernie Sanders,Pennsylvania,Cambria
42023,Bernie Sanders,Hillary Clinton,Pennsylvania,Cameron
42025,Bernie Sanders,Hillary Clinton,Pennsylvania,Carbon
42027,Hillary Clinton,Bernie Sanders,Pennsylvania,Centre
42029,Bernie Sanders,Hillary Clinton,Pennsylvania,Chester
42031,Bernie Sanders,Hillary Clinton,Pennsylvania,Clarion
42033,Bernie Sanders,Hillary Clinton,Pennsylvania,Clearfield
42035,Bernie Sanders,Hillary Clinton,Pennsylvania,Clinton
42037,Bernie Sanders,Hillary Clinton,Pennsylvania,Columbia
42039,Hillary Clinton,Bernie Sanders,Pennsylvania,Crawford
42041,Hillary Clinton,Bernie Sanders,Pennsylvania,Cumberland
42043,Hillary Clinton,Bernie Sanders,Pennsylvania,Dauphin
42045,Bernie Sanders,Hillary Clinton,Pennsylvania,Delaware
42047,Hillary Clinton,Bernie Sanders,Pennsylvania,Elk
42049,Bernie Sanders,Hillary Clinton,Pennsylvania,Erie
42051,Hillary Clinton,Bernie Sanders,Pennsylvania,Fayette
42053,Hillary Clinton,Lincoln Chafee,Pennsylvania,Forest
42055,Bernie Sanders,Hillary Clinton,Pennsylvania,Franklin
42057,Hillary Clinton,Bernie Sanders,Pennsylvania,Fulton
42059,Bernie Sanders,Hillary Clinton,Pennsylvania,Greene
42061,Bernie Sanders,Hillary Clinton,Pennsylvania,Huntingdon
42063,Bernie Sanders,Hillary Clinton,Pennsylvania,Indiana
42065,Bernie Sanders,Hillary Clinton,Pennsylvania,Jefferson
42067,Bernie Sanders,Hillary Clinton,Pennsylvania,Juniata
42069,Hillary Clinton,Bernie Sanders,Pennsylvania,Lackawanna
42071,Bernie Sanders,Hillary Clinton,Pennsylvania,Lancaster
42073,Bernie Sanders,Hillary Clinton,Pennsylvania,Lawrence
42075,Hillary Clinton,Bernie Sanders,Pennsylvania,Lebanon
42077,Bernie Sanders,Hillary Clinton,Pennsylvania,Lehigh
42079,Hillary Clinton,Bernie Sanders,Pennsylvania,Luzerne
42081,Hillary Clinton,Bernie Sanders,Pennsylvania,Lycoming
42083,Bernie Sanders,Hillary Clinton,Pennsylvania,McKean
42085,Hillary Clinton,Bernie Sanders,Pennsylvania,Mercer
42087,Hillary Clinton,Bernie Sanders,Pennsylvania,Mifflin
42089,Bernie Sanders,Hillary Clinton,Pennsylvania,Monroe
42091,Bernie Sanders,Hillary Clinton,Pennsylvania,Montgomery
42093,Bernie Sanders,Hillary Clinton,Pennsylvania,Montour
42095,Hillary Clinton,Bernie Sanders,Pennsylvania,Northampton
42097,Bernie Sanders,Hillary Clinton,Pennsylvania,Northumberland
42099,Bernie Sanders,Hillary Clinton,Pennsylvania,Perry
42101,Bernie Sanders,Hillary Clinton,Pennsylvania,Philadelphia
42103,Hillary Clinton,Bernie Sanders,Pennsylvania,Pike
42105,Hillary Clinton,Bernie Sanders,Pennsylvania,Potter
42107,Bernie Sanders,Hillary Clinton,Pennsylvania,Schuylkill
42109,Hillary Clinton,Bernie Sanders,Pennsylvania,Snyder
42111,Hillary Clinton,Bernie Sanders,Pennsylvania,Somerset
42113,Bernie Sanders,Jim Webb,Pennsylvania,Sullivan
42115,Bernie Sanders,Hillary Clinton,Pennsylvania,Susquehanna
42117,Hillary Clinton,Bernie Sanders,Pennsylvania,Tioga
42119,Bernie Sanders,Hillary Clinton,Pennsylvania,Union
42121,Bernie Sanders,Hillary Clinton,Pennsylvania,Venango
42123,Bernie Sanders,Hillary Clinton,Pennsylvania,Warren
42125,Hillary Clinton,Bernie Sanders,Pennsylvania,Washington
42127,Bernie Sanders,Hillary Clinton,Pennsylvania,Wayne
42129,Hillary Clinton,Bernie Sanders,Pennsylvania,Westmoreland
42131,Bernie Sanders,Hillary Clinton,Pennsylvania,Wyoming
42133,Bernie Sanders,Hillary Clinton,Pennsylvania,York
44001,Bernie Sanders,Hillary Clinton,Rhode Island,Bristol
44003,Bernie Sanders,Hillary Clinton,Rhode Island,Kent
44005,Bernie Sanders,Hillary Clinton,Rhode Island,Newport
44007,Bernie Sanders,Hillary Clinton,Rhode Island,Providence
44009,Bernie Sanders,Hillary Clinton,Rhode Island,Washington
45001,Hillary Clinton,Bernie Sanders,South Carolina,Abbeville
45003,Hillary Clinton,Bernie Sanders,South Carolina,Aiken
45005,Bernie Sanders,Jim Webb,South Carolina,Allendale
45007,Hillary Clinton,Bernie Sanders,South Carolina,Anderson
45009,Bernie Sanders,Hillary Clinton,South Carolina,Bamberg
45011,Hillary Clinton,Bernie Sanders,South Carolina,Barnwell
45013,Hillary Clinton,Bernie Sanders,South Carolina,Beaufort
45015,Hillary Clinton,Bernie Sanders,South Carolina,Berkeley
45017,Hillary Clinton,Bernie Sanders,South Carolina,Calhoun
45019,Bernie Sanders,Hillary Clinton,South Carolina,Charleston
45021,Bernie Sanders,Hillary Clinton,South Carolina,Cherokee
45023,Hillary Clinton,Bernie Sanders,South Carolina,Chester
45025,Hillary Clinton,Bernie Sanders,South Carolina,Chesterfield
